boxerid,eigenvecscore,boxername,alias,division,bouts,KOs,rounds,stance,debut
1490,0.010101799553058856,Valerio Nati,NA,bantamweight,55,51%,328,orthodox,1978-04-07
189793,0.010101799553058856,Carlos Nascimento,Açougueiro,super welterweight,33,70%,142,orthodox,2003-02-16
20533,0.010101799553058856,Gilles Elbilia,NA,welterweight,27,11%,185,NA,1977-12-15
285600,0.010101799553058856,Kenichi Yamaguchi,Machine Gun,super bantamweight,25,20%,157,orthodox,2002-04-28
29369,0.010101799553058856,Love Allotey,NA,lightweight,64,9%,599,NA,1956-11-01
33102,0.010101799553058856,Francisco Toro Coronado,Toro,featherweight,31,45%,231,orthodox,1967-08-12
44503,0.010101799553058856,Luis Angel Martinez,El Dulcero,flyweight,27,19%,149,orthodox,2000-03-04
551,0.010101799553058856,Hector Lopez,Torero,featherweight,49,47%,369,orthodox,1985-01-01
588,0.010101799553058856,Tony Sibson,NA,middleweight,63,49%,449,orthodox,1976-04-09
6578,0.010101799553058856,Hiroyuki Sakamoto,NA,lightweight,47,62%,264,orthodox,1991-12-14
672310,0.010101799553058856,Riku Kano,NA,minimumweight,15,40%,83,southpaw,2013-12-07
6814,0.010101799553058856,Noree Jockygym,Visan Thummong,super bantamweight,67,43%,344,NA,1985-02-12
7285,0.010101799553058856,Koji Matsumoto,NA,featherweight,33,45%,253,southpaw,1989-06-27
825,0.010101799553058856,Ramzi Hassan,NA,light heavyweight,49,22%,324,NA,1982-09-01
8969,0.010101799553058856,Mark Suarez,Poison,welterweight,30,43%,138,orthodox,1997-12-20
10299,0.010101799553058854,Norman Sekgapane,Pangaman,lightweight,70,31%,517,orthodox,1970-04-04
15137,0.010101799553058854,Chart Kiatpetch,NA,light flyweight,7,57%,27,NA,1996-01-02
1529,0.010101799553058854,Vincenzo Nardiello,NA,super middleweight,41,46%,222,southpaw,1988-12-22
261205,0.010101799553058854,Alex Leapai,The Lionheart,heavyweight,40,60%,213,orthodox,2004-07-30
306883,0.010101799553058854,Jonathan Maicelo,The Last Inca,lightweight,29,41%,181,orthodox,2005-04-01
31648,0.010101799553058854,Jesus Martinez,Changa,light flyweight,25,44%,154,orthodox,1997-05-02
4547,0.010101799553058854,Kwang-Sun Kim,NA,light flyweight,8,50%,59,NA,1990-11-18
51301,0.010101799553058854,Kazunori Tenryu,NA,light flyweight,39,33%,253,orthodox,1972-07-16
5159,0.010101799553058854,Antwun Echols,Kid Dynamite,super middleweight,58,48%,317,orthodox,1993-05-22
6190,0.010101799553058854,Mohammad Nurhuda,Al Haji,super bantamweight,40,13%,372,NA,1985-01-27
7881,0.010101799553058854,Gabriel Hernandez,NA,light heavyweight,24,54%,108,orthodox,1996-11-15
8418,0.010101799553058854,Jesse James Leija,The Texas Tornado,super featherweight,57,33%,380,orthodox,1988-10-02
107090,0.010101799553058852,Jasper Seroka,NA,super featherweight,33,36%,221,NA,2002-04-19
11593,0.010101799553058852,Frankie Crawford,Irish,featherweight,62,29%,480,NA,1965-07-08
1538,0.010101799553058852,Santos Cardona,Chino,super welterweight,49,53%,337,orthodox,1984-07-26
16758,0.010101799553058852,James Crawford,NA,light heavyweight,58,29%,283,orthodox,1994-04-25
184441,0.010101799553058852,Evans Mbamba,NA,super flyweight,22,41%,146,southpaw,2001-12-09
186290,0.010101799553058852,Reginaldo Martins Carvalho,NA,bantamweight,39,31%,153,orthodox,1997-06-19
18686,0.010101799553058852,Shoji Tsujimoto,NA,welterweight,33,42%,262,southpaw,1970-10-07
208123,0.010101799553058852,Siarhei Huliakevich,The Surgeon,super welterweight,51,33%,274,orthodox,2003-04-25
22343,0.010101799553058852,Mimoun Mohatar,NA,super welterweight,68,29%,497,NA,1972-04-12
22872,0.010101799553058852,Piero Del Papa,NA,light heavyweight,62,27%,512,NA,1960-12-07
22893,0.010101799553058852,Jimmy Dupree,The Cat,light heavyweight,54,44%,340,orthodox,1961-10-02
2458,0.010101799553058852,Kelvin Lampkin,Lil Duke,super featherweight,40,18%,270,NA,1979-09-20
298526,0.010101799553058852,Max Bursak,The Tiger,super middleweight,39,38%,274,orthodox,2004-06-16
367,0.010101799553058852,Alfredo Evangelista,NA,heavyweight,78,53%,464,orthodox,1975-10-10
386397,0.010101799553058852,Carlos Ivan Velasquez,Twin Dream,super featherweight,21,57%,90,orthodox,2007-02-22
3897,0.010101799553058852,Al Long,Bumblebee,welterweight,34,35%,238,orthodox,1982-04-13
4099,0.010101799553058852,Yamil Caraballo,NA,light flyweight,22,32%,138,orthodox,1988-01-22
4379,0.010101799553058852,Nino Cirilo,NA,welterweight,51,24%,295,orthodox,1987-12-23
4559,0.010101799553058852,Husni Ray,NA,minimumweight,25,20%,219,NA,1987-12-20
458,0.010101799553058852,Robbie Sims,NA,middleweight,50,52%,330,southpaw,1980-05-17
462044,0.010101799553058852,Ryosuke Iwasa,NA,super bantamweight,25,60%,140,southpaw,2008-08-02
4718,0.010101799553058852,Francisco Javier Altamirano,Francisco Mojica,lightweight,58,62%,302,orthodox,1984-09-01
5720,0.010101799553058852,Jack Siahaya,Jack Kilala,super flyweight,13,8%,73,NA,1991-09-10
5724,0.010101799553058852,Phil Jackson,The Enforcer,heavyweight,58,66%,251,orthodox,1988-12-09
87973,0.010101799553058852,Oney Valdez,NA,light heavyweight,53,30%,263,southpaw,1997-01-03
15182,0.01010179955305885,Valery Brudov,NA,cruiserweight,56,54%,269,orthodox,1999-12-28
1743,0.01010179955305885,Louie Lomeli,NA,super lightweight,39,67%,171,orthodox,1985-08-08
228287,0.01010179955305885,Yuzo Kiyota,NA,super middleweight,35,77%,169,orthodox,2002-11-21
368,0.01010179955305885,Tom Collins,The Bomb,light heavyweight,50,38%,318,orthodox,1977-01-17
39648,0.01010179955305885,Raul Eduardo Bejarano,Chaco,welterweight,48,25%,301,orthodox,1998-06-06
45736,0.01010179955305885,Marlon Marquez,NA,featherweight,18,22%,119,orthodox,2000-08-05
4585,0.01010179955305885,Freddy Cruz,Italo,super bantamweight,101,18%,700,NA,1986-01-21
6148,0.01010179955305885,Domingo Nicolas Damigella,Minguito,super featherweight,48,21%,351,orthodox,1988-11-26
7073,0.01010179955305885,Bernardo Mendoza,Chifeo,bantamweight,75,52%,433,orthodox,1985-05-05
81203,0.01010179955305885,Shingo Yamaguchi,NA,light flyweight,33,30%,230,orthodox,1998-10-28
9385,0.01010179955305885,Jerry Quarry,"Irish, Bellflower Belter",heavyweight,66,48%,419,orthodox,1965-05-07
16461,0.010101799553058849,Louis Acaries,NA,super welterweight,45,47%,347,orthodox,1975-10-16
20986,0.010101799553058849,Vicente Mijares,NA,lightweight,38,34%,330,NA,1974-04-26
213606,0.010101799553058849,Elvin Ayala,NA,middleweight,39,33%,243,orthodox,2003-09-19
26746,0.010101799553058849,Gomeo Brennan,NA,middleweight,112,36%,856,orthodox,1956-01-02
2991,0.010101799553058849,Pedro Vilella,NA,welterweight,25,20%,200,southpaw,1980-08-29
360267,0.010101799553058849,Henry Lundy,Hank,lightweight,35,40%,211,orthodox,2006-07-07
3783,0.010101799553058849,Katsumi Komiyama,NA,light flyweight,31,13%,213,orthodox,1985-02-12
37897,0.010101799553058849,Juan Alfonso Keb Baas,Baby Luis IV,light flyweight,53,38%,374,orthodox,1995-05-05
383830,0.010101799553058849,Rommel Asenjo,Litttle Assassin,light flyweight,38,61%,170,southpaw,2007-01-20
447576,0.010101799553058849,Michael Bolling,NA,super middleweight,14,71%,79,southpaw,2008-04-11
44984,0.010101799553058849,Kiko Bejines,NA,featherweight,35,46%,230,NA,1977-09-16
5020,0.010101799553058849,Greg Lonon,NA,middleweight,23,39%,106,NA,1989-05-02
51288,0.010101799553058849,Sok-Chul Bae,NA,super bantamweight,27,41%,194,NA,1978-10-03
5794,0.010101799553058849,Francis Ampofo,The Pocket Battleship,flyweight,28,43%,210,orthodox,1990-01-31
7923,0.010101799553058849,James Butler,Harlem Hammer,super middleweight,25,48%,138,orthodox,1996-10-18
7997,0.010101799553058849,Michael Rask,NA,super welterweight,33,33%,232,orthodox,1998-03-27
95051,0.010101799553058849,Wilfrido Valdez,Willy,light flyweight,35,51%,125,orthodox,2001-02-23
12375,0.010101799553058847,Gratien Tonna,NA,middleweight,57,65%,290,orthodox,1970-12-04
14453,0.010101799553058847,George Arias,NA,heavyweight,72,58%,434,orthodox,1996-10-15
16724,0.010101799553058847,Jose Spearman,Seek &amp; Destroy,light heavyweight,53,23%,279,orthodox,1996-08-04
1889,0.010101799553058847,Tony Thornton,Punching Postman,super middleweight,45,58%,278,orthodox,1983-06-15
23119,0.010101799553058847,Stanley Longstreet,The Steamer,lightweight,27,59%,141,NA,1987-02-27
2651,0.010101799553058847,Scott Frank,NA,heavyweight,24,67%,122,orthodox,1978-05-02
30734,0.010101799553058847,Jose Alberto Clavero,NA,light heavyweight,58,31%,284,orthodox,1999-02-19
309799,0.010101799553058847,Mariusz Wach,The Viking,heavyweight,35,49%,211,orthodox,2005-04-29
334976,0.010101799553058847,Lookrak Kiatmungmee,NA,minimumweight,13,31%,56,orthodox,2005-02-18
4356,0.010101799553058847,Marcos Pacheco,Bang Bang,light flyweight,42,19%,320,southpaw,1987-03-08
4395,0.010101799553058847,Dindo Canoy,Dindo Eduardo Canoy,super lightweight,61,38%,374,orthodox,1988-07-22
564163,0.010101799553058847,Artur Akavov,Wolverine,middleweight,19,37%,112,southpaw,2011-03-04
638,0.010101799553058847,Jesse Ferguson,The Boogieman / Thunder,heavyweight,44,36%,334,orthodox,1983-01-12
7963,0.010101799553058847,Anthony Martinez,Maestrito,super bantamweight,59,15%,353,orthodox,1998-03-12
8565,0.010101799553058847,Domingus Siwalette,NA,minimumweight,10,0%,85,NA,1993-09-26
18117,0.010101799553058845,Diego Castillo,NA,welterweight,32,63%,107,orthodox,1997-05-24
188315,0.010101799553058845,BJ Flores,El Peligroso,heavyweight,37,57%,182,orthodox,2003-05-03
221811,0.010101799553058845,Ceferino Dario Labarda,El Pelado,super bantamweight,22,32%,97,southpaw,2003-11-15
292255,0.010101799553058845,Francisco Leal,Franky,featherweight,31,42%,166,southpaw,2005-01-28
31295,0.010101799553058845,Jose Navarro,NA,super flyweight,33,36%,224,southpaw,2001-01-27
570006,0.010101799553058845,Jeffrey Galero,Jeffer,minimumweight,17,41%,83,orthodox,2010-07-17
6197,0.010101799553058845,Roberto Dominguez,NA,light heavyweight,47,51%,227,orthodox,1991-06-15
6839,0.010101799553058845,Ivan Alvarez,El Terrible,lightweight,39,21%,274,orthodox,1993-04-28
7539,0.010101799553058845,Jose Victor Burgos,El Acorazado,light flyweight,57,40%,393,orthodox,1993-02-05
796,0.010101799553058845,Juan Carazo,NA,super flyweight,34,56%,180,orthodox,1984-03-02
10302,0.010101799553058843,Lennox Blackmoore,NA,lightweight,30,47%,252,orthodox,1974-01-27
10873,0.010101799553058843,Chris Finnegan,NA,light heavyweight,37,43%,323,southpaw,1968-12-09
11503,0.010101799553058843,Katsutoshi Aoki,NA,bantamweight,66,38%,408,southpaw,1960-06-06
1422,0.010101799553058843,Mauro Martelli,Magic,welterweight,41,29%,293,NA,1984-11-16
15221,0.010101799553058843,Ali Ennebati,NA,middleweight,34,59%,183,orthodox,1991-12-04
16739,0.010101799553058843,Derrick Harmon,Royalty,light heavyweight,32,38%,204,southpaw,1993-08-27
1987,0.010101799553058843,Luis Antonio Guzman,NA,lightweight,41,27%,204,NA,1989-06-22
3022,0.010101799553058843,Juvenal Ordenes,NA,featherweight,49,55%,319,NA,1979-10-20
51292,0.010101799553058843,Celso Chavez,Spaggeti,bantamweight,20,70%,90,NA,1980-06-01
526601,0.010101799553058843,McWilliams Arroyo,NA,flyweight,19,74%,90,orthodox,2010-02-27
5608,0.010101799553058843,Ruediger May,NA,cruiserweight,52,21%,336,orthodox,1994-02-26
153251,0.010101799553058842,Moises Fuentes Rocha,NA,super bantamweight,22,45%,155,NA,1983-03-11
325334,0.010101799553058842,Aaron Pryor Jr,NA,super middleweight,31,39%,190,orthodox,2005-08-13
410,0.010101799553058842,Pete Ranzany,NA,welterweight,69,55%,443,orthodox,1973-10-02
48171,0.010101799553058842,Jose de Jesus Lopez,Matador,super flyweight,42,38%,208,orthodox,1996-04-29
51388,0.010101799553058842,Moon-Jin Choi,NA,light flyweight,18,22%,155,NA,1981-09-09
523249,0.010101799553058842,Ivan Morales,Niño Maravilla,super featherweight,33,58%,165,southpaw,2009-12-19
7444,0.010101799553058842,Vincenzo Cantatore,NA,cruiserweight,39,69%,212,orthodox,1993-06-12
15147,0.01010179955305884,Sandor Koczak,NA,super bantamweight,30,47%,150,orthodox,1997-10-10
19916,0.01010179955305884,Luis Flores,NA,lightweight,28,54%,133,NA,1992-10-09
21681,0.01010179955305884,Candelario Carmona,Changuito,bantamweight,60,53%,373,southpaw,1979-11-01
2234,0.01010179955305884,Johnny Owen,Merthyr Matchstick,bantamweight,28,39%,251,NA,1976-09-30
22664,0.01010179955305884,Charlie Weir,Silver Assassin,middleweight,34,82%,125,NA,1977-08-01
285,0.01010179955305884,Bruce Scott,Lionheart,cruiserweight,37,49%,204,orthodox,1991-04-25
3552,0.01010179955305884,Luigi Camputaro,Kid Dynamite,flyweight,40,23%,292,orthodox,1984-06-19
458703,0.01010179955305884,Carlos Buitrago,Chocorroncito,light flyweight,34,50%,195,orthodox,2008-06-20
48498,0.01010179955305884,Gerardo Velasquez,Lalo,super lightweight,36,44%,176,NA,1985-04-23
4863,0.01010179955305884,Ernesto Rubillar,Hard Rock,flyweight,79,18%,570,orthodox,1990-04-21
618432,0.01010179955305884,Siyabonga Siyo,NA,light flyweight,12,33%,80,orthodox,2012-07-01
7029,0.01010179955305884,Joao Cardoso,NA,bantamweight,26,50%,180,southpaw,1986-03-02
80144,0.01010179955305884,Bernard Inom,NA,flyweight,27,37%,169,orthodox,2001-12-01
10886,0.010101799553058838,Terry Daniels,TX,heavyweight,66,42%,398,orthodox,1969-02-10
12009,0.010101799553058838,Roberto Castanon,NA,featherweight,66,45%,452,orthodox,1975-11-29
41447,0.010101799553058838,Mike Arnaoutis,Mighty Mike,welterweight,38,34%,245,orthodox,2001-04-30
451637,0.010101799553058838,Jose A Gonzalez,Chelo,lightweight,26,73%,115,orthodox,2008-04-25
5282,0.010101799553058838,Rudy Crawford,NA,flyweight,18,28%,150,orthodox,1976-04-10
7075,0.010101799553058838,Sergio Perez,El Sirenito,bantamweight,44,43%,261,NA,1992-09-11
204630,0.010101799553058836,Frank LoPorto,The Italian Stallion,super welterweight,22,32%,117,orthodox,2003-07-25
22762,0.010101799553058836,Andre Thysse,NA,super middleweight,28,43%,221,orthodox,1999-04-14
5229,0.010101799553058836,Tae-Kil Lee,NA,light flyweight,11,18%,66,NA,1991-11-24
6764,0.010101799553058836,Adrianus Taroreh,Joppie,lightweight,13,23%,113,orthodox,1992-01-30
10863,0.010101799553058835,Andy Kendall,Scappoose Express,light heavyweight,69,29%,545,orthodox,1962-08-03
1130,0.010101799553058835,Mario Martinez,Azabache,super featherweight,62,50%,457,orthodox,1980-02-22
15667,0.010101799553058835,Sandro Casamonica,Zorba,lightweight,39,54%,199,orthodox,1992-10-07
1610,0.010101799553058835,Tony Willis,NA,light heavyweight,28,57%,159,NA,1984-10-23
1649,0.010101799553058835,Mark Fernandez,King Cobra,super lightweight,58,24%,409,orthodox,1982-02-10
1701,0.010101799553058835,Luis Santana,NA,super welterweight,61,51%,371,orthodox,1981-12-03
2032,0.010101799553058835,Francisco Alvarez,NA,bantamweight,45,36%,323,orthodox,1980-09-20
22082,0.010101799553058835,Rocky Fratto,NA,super welterweight,32,28%,246,orthodox,1976-11-20
233591,0.010101799553058835,Suriya Tatakhun,Chonlatarn Piriyapinyo,super featherweight,64,64%,440,orthodox,2003-12-05
291302,0.010101799553058835,Chris Henry,Hard Hittin',light heavyweight,28,75%,117,orthodox,2005-01-20
3587,0.010101799553058835,Axel Schulz,NA,heavyweight,33,33%,242,orthodox,1990-10-05
4620,0.010101799553058835,Fabrizio Cappai,NA,featherweight,26,35%,157,orthodox,1988-12-03
552980,0.010101799553058835,Jerry Tomogdan,NA,minimumweight,35,31%,229,southpaw,2010-04-17
556,0.010101799553058835,Rafael Williams,NA,middleweight,55,38%,380,orthodox,1980-11-01
5968,0.010101799553058835,Faisol Akbar,NA,minimumweight,22,14%,191,NA,1990-01-18
657422,0.010101799553058835,Ryota Murata,NA,middleweight,13,69%,77,orthodox,2013-08-25
6840,0.010101799553058835,Angel Almena,NA,flyweight,19,47%,118,orthodox,1993-07-31
70912,0.010101799553058835,Namchai Saru,Napapol Sor Rungvisai / Kiatisak,super bantamweight,61,75%,322,orthodox,1995-08-16
7533,0.010101799553058835,Leonard Townsend,NA,welterweight,55,36%,301,NA,1992-07-24
7728,0.010101799553058835,Andrey Pestryaev,NA,welterweight,39,49%,241,orthodox,1992-09-19
10301,0.010101799553058833,Kwang Min Kim,NA,lightweight,27,26%,225,orthodox,1976-11-06
19930,0.010101799553058833,Johnny Lira,World Class Pug,super lightweight,37,41%,277,orthodox,1976-11-17
26718,0.010101799553058833,Pat Barrett,Black Flash,super lightweight,42,67%,225,NA,1987-05-01
321162,0.010101799553058833,Takuya Kogawa,NA,flyweight,32,41%,210,orthodox,2005-06-26
3593,0.010101799553058833,Sergio Daniel Merani,NA,light heavyweight,49,18%,414,orthodox,1984-07-20
3650,0.010101799553058833,Andrew Council,Of War,middleweight,42,48%,239,NA,1990-11-14
387011,0.010101799553058833,Jonathan Taconing,Lightning,light flyweight,28,71%,141,southpaw,2007-02-03
52611,0.010101799553058833,Jose Reinaldo Becerra,Jose,light flyweight,32,28%,270,NA,1979-04-29
5361,0.010101799553058833,Eddie Vallejo,NA,flyweight,13,8%,45,NA,1990-06-15
551332,0.010101799553058833,Thomas Williams Jr,Top Dog,light heavyweight,23,61%,82,southpaw,2010-11-06
57485,0.010101799553058833,Fernando David Saucedo,El Vasco,super featherweight,69,14%,451,orthodox,2001-07-28
6169,0.010101799553058833,Sammy Stewart,NA,super bantamweight,31,29%,227,orthodox,1992-10-30
8312,0.010101799553058833,Aquilino Asprilla,Dimar,super featherweight,53,40%,349,orthodox,1980-03-01
15536,0.010101799553058831,Eduardo Enrique Alvarez,El Gallego / El Finito,super lightweight,39,15%,231,orthodox,1996-02-23
15623,0.010101799553058831,Rhoshii Wells,The Great One,middleweight,22,45%,116,orthodox,1997-07-27
18377,0.010101799553058831,Carlos Maria del Valle Herrera,NA,super welterweight,70,51%,435,southpaw,1974-09-06
1916,0.010101799553058831,Ala Villamor,NA,minimumweight,32,81%,163,southpaw,1989-06-03
20108,0.010101799553058831,Ramon La Cruz,El Matador,welterweight,137,45%,1040,orthodox,1959-03-11
272757,0.010101799553058831,Olivier Lontchi,NA,super bantamweight,23,35%,150,orthodox,2004-09-29
3956,0.010101799553058831,Yuichi Hosono,NA,light flyweight,28,43%,186,orthodox,1988-12-01
44813,0.010101799553058831,Joves De La Puz,NA,bantamweight,1,0%,15,NA,1984-08-04
46852,0.010101799553058831,Edner Cherry,Cherry Bomb,super featherweight,46,41%,299,orthodox,2001-04-07
489920,0.010101799553058831,Dmytro Kucher,NA,cruiserweight,27,67%,149,orthodox,2009-03-14
5394,0.010101799553058831,Luis Abelardo Briones,El Martillito,flyweight,31,35%,189,orthodox,1989-04-28
575390,0.010101799553058831,Gilberto Parra Medina,Parrita,light flyweight,29,69%,129,NA,2011-07-01
7048,0.010101799553058831,Gustavo Vera,NA,light flyweight,16,44%,73,NA,1993-11-19
8812,0.010101799553058831,Juan Carlos Ramirez,El Ranchero,featherweight,46,35%,378,orthodox,1995-11-17
1146,0.01010179955305883,Rae-Ki Ahn,NA,flyweight,30,43%,174,orthodox,1981-05-06
18683,0.01010179955305883,Joergen Hansen,Gamle,welterweight,92,38%,595,NA,1969-04-10
33349,0.01010179955305883,Antoine Montero,NA,flyweight,35,49%,230,southpaw,1980-12-06
3441,0.01010179955305883,Harold Warren,Harold Ray Warren,super featherweight,63,33%,428,southpaw,1985-07-10
3805,0.01010179955305883,Dan Sherry,NA,middleweight,28,36%,175,orthodox,1988-11-07
6136,0.01010179955305883,Jin-Ho Kim,NA,minimumweight,22,23%,177,orthodox,1992-04-25
7904,0.01010179955305883,Pone Saengmorakot,PattanaHungyotha,bantamweight,33,33%,231,NA,1996-04-13
12562,0.010101799553058828,Hedgemon Lewis,NA,welterweight,63,41%,437,orthodox,1966-05-13
14148,0.010101799553058828,Franck Gorjux,NA,flyweight,28,25%,200,NA,2000-02-11
314362,0.010101799553058828,Manuel Charr,Diamond Boy,heavyweight,34,50%,191,orthodox,2005-05-14
3400,0.010101799553058828,Ramon Cruz,Panadero,featherweight,24,38%,136,NA,1983-11-18
4239,0.010101799553058828,Tim Tomashek,Doughboy,heavyweight,67,27%,390,NA,1987-08-24
9336,0.010101799553058828,Darren Bruce,NA,welterweight,22,45%,108,NA,1997-11-28
12374,0.010101799553058826,Jean Claude Bouttier,NA,middleweight,72,60%,477,orthodox,1965-10-23
